ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,FC,C,Name / Phys. Range,Function / Increment Unit,Value,frame.,signal. 
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,5,0,LAS_TSRHostSpdLimit,,8,0, ,m,u,s,,0..255,,"0: no speed limit detected, 1: SL5, 2: SL10, 3: SL15, 4: SL20, 5: SL25, 6: SL30, 7: SL35, 8: SL40, 9: SL45, 10: SL50, 11: SL55, 12: SL60, 13: SL65, 14: SL70, 15: SL75, 16: SL80, 17: SL85, 18: SL90, 19: SL95, 20: SL100, 21: SL105, 22: SL110, 23: SL115, 24: SL120, 25: SL125, 26: SL130, 27: SL135, 28: SL140, 29: SL145, 30: SL150, 31: SL155, 32: SL160, 33:  Reserved, 254:  Unlimited, 255:  SLEND",,
39Ah,FC_39A,100,Cyclic,,6,0,LAS_TSRLeftLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,6,0,LAS_TSRLeftLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,6,0,LAS_TSRLeftLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,6,0,LAS_TSRLeftLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,6,0,LAS_TSRLeftLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,6,0,LAS_TSRLeftLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,6,0,LAS_TSRLeftLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,6,0,LAS_TSRLeftLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,6,3,LAS_HMAStatus,GW±¨ÎÄ×ª·¢ ,2,0, ,m,u,s,,0..3,,"0:  Off, 1:  Standby, 2:  Active, 3:  Failure",,
39Ah,FC_39A,100,Cyclic,,6,3,LAS_HMAStatus,GW±¨ÎÄ×ª·¢ ,2,0, ,m,u,s,,0..3,,"0:  Off, 1:  Standby, 2:  Active, 3:  Failure",,
39Ah,FC_39A,100,Cyclic,,6,3,LAS_HMAStatus,GW±¨ÎÄ×ª·¢ ,2,0, ,m,u,s,,0..3,,"0:  Off, 1:  Standby, 2:  Active, 3:  Failure",,
39Ah,FC_39A,100,Cyclic,,6,3,LAS_HMAStatus,GW±¨ÎÄ×ª·¢ ,2,0, ,m,u,s,,0..3,,"0:  Off, 1:  Standby, 2:  Active, 3:  Failure",,
39Ah,FC_39A,100,Cyclic,,6,6,LAS_TSRHostSpdLimitUnits,GW±¨ÎÄ×ª·¢ ,2,0, ,m,u,s,,0..3,,"0: no display, 1: unit kph, 2: unit mph, 3: reserved",,
39Ah,FC_39A,100,Cyclic,,6,6,LAS_TSRHostSpdLimitUnits,GW±¨ÎÄ×ª·¢ ,2,0, ,m,u,s,,0..3,,"0: no display, 1: unit kph, 2: unit mph, 3: reserved",,
39Ah,FC_39A,100,Cyclic,,6,6,LAS_TSRHostSpdLimitUnits,GW±¨ÎÄ×ª·¢ ,2,0, ,m,u,s,,0..3,,"0: no display, 1: unit kph, 2: unit mph, 3: reserved",,
39Ah,FC_39A,100,Cyclic,,6,6,LAS_TSRHostSpdLimitUnits,GW±¨ÎÄ×ª·¢ ,2,0, ,m,u,s,,0..3,,"0: no display, 1: unit kph, 2: unit mph, 3: reserved",,
39Ah,FC_39A,100,Cyclic,,7,0,LAS_TSRRightLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,7,0,LAS_TSRRightLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,7,0,LAS_TSRRightLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,7,0,LAS_TSRRightLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,7,0,LAS_TSRRightLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,7,0,LAS_TSRRightLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,7,0,LAS_TSRRightLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,7,0,LAS_TSRRightLaneStatus,GW±¨ÎÄ×ª·¢ ,3,0, ,m,u,s,,0..7,,"0:  off, 1:  fusion mode, 2:  vision only mode, 3:  navigation only mode, 4:  reserved, 5:  reserved, 6:  reserved, 7:  Invalid",,
39Ah,FC_39A,100,Cyclic,,62,4,ACC_RollingCounter_39A,,4,0, ,m,u,s,,0..15,,,,
39Ah,FC_39A,100,Cyclic,,63,0,ACC_CRCCheck_39A,,16,0, ,m,u,s,,0..65535,,,,
39Ah,FC_39A,100,Cyclic,,7,4,LAS_RollingCounter_332,rolling counter ,4,0, ,m,u,s,,0..15,,,,
